MWA_Id	MWA_Word
[[12, 10], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['Give', 'give'], ['equal', 'equal'], ['rights', 'rights'], ['to', 'to']]
[[8, 2], [9, 3], [2, 5], [3, 6], [5, 1]]	[['in', 'in'], ['time', 'time'], ['cause', 'cause'], ['to', 'to'], ['lengthen', 'lengthen']]
[[5, 7], [6, 8], [7, 9], [4, 2]]	[['on', 'on'], ['the', 'the'], ['back', 'back'], ['bundle', 'bundle']]
[[1, 1], [2, 2], [3, 3], [4, 8]]	[['a', 'a'], ['person', 'person'], ['who', 'who'], ['delivers', 'transmits']]
[[2, 1], [3, 2], [4, 3], [7, 4], [8, 5]]	[['an', 'an'], ['intuitive', 'intuitive'], ['understanding', 'understanding'], ['of', 'of'], ['something', 'something']]
[[2, 2], [3, 3], [4, 4], [1, 1]]	[['to', 'to'], ['moral', 'moral'], ['principles', 'principles'], ['adherence', 'adhering']]
[[2, 3], [1, 1], [3, 4]]	[['sex', 'intercourse'], ['have', 'have'], ['with', 'with']]
[[1, 1], [5, 4], [4, 3]]	[['partake', 'partake'], ['banquet', 'feast'], ['a', 'a']]
[[2, 2], [3, 3]]	[['devotion', 'devotion'], ['to', 'to']]
[[1, 1], [2, 2], [3, 5], [4, 6]]	[['make', 'make'], ['a', 'a'], ['ticking', 'ticking'], ['sound', 'sound']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['run', 'run'], ['or', 'or'], ['flow', 'flow'], ['slowly', 'slowly']]
[[5, 5], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['Write', 'write'], ['a', 'a'], ['computer', 'computer'], ['programme', 'program']]
[[1, 1], [2, 2], [3, 3], [5, 4], [6, 5], [7, 8], [10, 11]]	[['a', 'a'], ['state', 'state'], ['of', 'of'], ['order', 'order'], ['in', 'in'], ['conformance', 'conform'], ['law', 'law']]
[[5, 5], [1, 1], [2, 2], [4, 4]]	[['.', '.'], ['An', 'an'], ['electronic', 'electronic'], ['device', 'device']]
[[3, 3], [1, 1], [4, 6], [6, 11], [7, 8]]	[['line', 'line'], ['a', 'a'], ['used', 'used'], ['align', 'align'], ['lettering', 'lettering']]
[[6, 7], [7, 8], [8, 9]]	[['fixity', 'fixity'], ['of', 'of'], ['purpose', 'purpose']]
[[5, 3], [1, 1], [2, 2]]	[['.', '.'], ['Look', 'look'], ['furtively', 'furtively']]
[[4, 1], [5, 2], [6, 3]]	[['get', 'get'], ['rid', 'rid'], ['of', 'of']]
[[4, 1], [1, 3], [5, 4]]	[['get', 'get'], ['recover', 'find'], ['back', 'back']]
[[7, 10], [8, 11], [9, 12], [10, 13], [11, 14], [12, 15], [1, 4], [2, 5], [3, 6], [4, 7], [5, 8], [15, 18], [16, 19]]	[['a', 'a'], ['frequency', 'frequency'], ['distribution', 'distribution'], ['in', 'in'], ['order', 'order'], ['to', 'to'], ['a', 'a'], ['coefficient', 'coefficient'], ['assigned', 'assigned'], ['to', 'to'], ['elements', 'elements'], ['relative', 'relative'], ['importance', 'importance']]
[[2, 1], [3, 2], [5, 3]]	[['cause', 'cause'], ['to', 'to'], ['move', 'move']]
[[1, 1], [2, 2]]	[['become', 'become'], ['due', 'due']]
[[5, 5], [3, 3], [4, 4], [1, 1]]	[['.', '.'], ['care', 'care'], ['for', 'for'], ['Provide', 'provide']]
[[4, 1], [5, 2]]	[['make', 'make'], ['new', 'new']]
[[7, 7], [8, 8], [9, 9], [6, 6], [1, 3]]	[['the', 'the'], ['surface', 'surface'], ['of', 'of'], ['treat', 'cover'], ['coat', 'coat']]
[[3, 1], [4, 2], [5, 4], [6, 5]]	[['strike', 'strike'], ['out', 'out'], ['a', 'a'], ['batter', 'batter']]
[[12, 6], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['Regain', 'regain'], ['or', 'or'], ['make', 'make'], ['up', 'up'], ['for', 'for']]
[[1, 1], [3, 3]]	[['duplicate', 'duplicate'], ['match', 'match']]
[[1, 1], [3, 2]]	[['indistinct', 'indistinct'], ['articulations', 'articulation']]
[[1, 1], [2, 2], [3, 3], [5, 10], [6, 11]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something'], ['away', 'away']]
[[10, 8], [5, 3], [6, 4], [7, 5], [8, 6], [9, 7], [4, 2], [3, 1]]	[['.', '.'], ['as', 'as'], ['if', 'if'], ['by', 'by'], ['a', 'a'], ['punch', 'punch'], ['forcefully', 'forcibly'], ['drive', 'drive']]
[[3, 5], [1, 1], [6, 2]]	[['surprise', 'surprise'], ['an', 'an'], ['unpleasant', 'unpleasant']]
[[11, 7], [4, 3], [5, 4], [6, 5], [7, 6], [1, 1], [2, 2]]	[['.', '.'], ['hostile', 'hostile'], [';', ';'], ['win', 'win'], ['over', 'over'], ['Make', 'make'], ['less', 'less']]
[[4, 5], [5, 6], [6, 7], [1, 1]]	[['a', 'a'], ['domestic', 'domestic'], ['cat', 'cat'], ['informal', 'informal']]
[[9, 6], [4, 1], [5, 2], [6, 3], [7, 4], [8, 5]]	[['.', '.'], ['sorting', 'sorting'], ['one', 'one'], ['thing', 'thing'], ['from', 'from'], ['others', 'others']]
[[1, 1], [2, 2], [3, 3], [8, 5]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['things', 'things']]
[[5, 7], [6, 8], [7, 9], [2, 4]]	[['in', 'in'], ['a', 'a'], ['camp', 'camp'], ['people', 'people']]
[[4, 4], [3, 3], [1, 1]]	[['.', '.'], ['development', 'development'], ['An', 'an']]
[[1, 15], [2, 16], [3, 17], [5, 20]]	[['bring', 'bring'], ['into', 'into'], ['general', 'general'], ['use', 'use']]
[[1, 1], [2, 2]]	[['make', 'make'], ['impure', 'impure']]
[[9, 7], [10, 8], [5, 2], [2, 6], [1, 5]]	[['of', 'of'], ['wood', 'wood'], ['implement', 'implement'], ['long', 'length'], ['a', 'a']]
[[13, 13], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8]]	[['.', '.'], ['Formally', 'formally'], ['reject', 'reject'], ['or', 'or'], ['disavow', 'disavow'], ['a', 'a'], ['formerly', 'formerly'], ['held', 'held'], ['belief', 'belief']]
[[11, 14], [7, 4], [8, 5], [9, 8], [10, 9], [6, 1]]	[['.', '.'], ['to', 'to'], ['the', 'the'], ['left', 'left'], ['side', 'side'], ['turn', 'turn']]
[[2, 7], [3, 8], [4, 9], [5, 10], [6, 11], [7, 12], [1, 6]]	[['as', 'as'], ['a', 'a'], ['necessary', 'necessary'], ['accompaniment', 'accompaniment'], ['or', 'or'], ['result', 'result'], ['Entail', 'imply']]
[[5, 5], [2, 4], [3, 2]]	[['.', '.'], ['attach', 'attach'], ['to', 'to']]
[[1, 1], [2, 2], [3, 3], [5, 5], [4, 4]]	[['assign', 'assign'], ['to', 'to'], ['a', 'a'], ['task', 'task'], ['particular', 'specific']]
[[1, 3], [2, 4]]	[['culminating', 'culminating'], ['event', 'event']]
[[1, 2], [2, 3], [3, 4]]	[['act', 'act'], ['of', 'of'], ['constructing', 'constructing']]
[[5, 7], [6, 8], [7, 9], [10, 11], [11, 12], [12, 13], [4, 6], [1, 5], [3, 21]]	[['of', 'of'], ['a', 'a'], ['computer', 'computer'], ['a', 'a'], ['microprocessor', 'microprocessor'], ['chip', 'chip'], ['component', 'part'], ['the', 'the'], ['information-processing', 'processing']]
[[5, 14], [6, 15], [7, 16], [8, 17], [1, 1], [2, 2], [9, 18]]	[['with', 'with'], ['a', 'a'], ['view', 'view'], ['to', 'to'], ['consider', 'consider'], ['again', 'again'], ['changing', 'altering']]
[[1, 1], [2, 2], [5, 3], [3, 6]]	[['cancel', 'cancel'], [',', ','], ['annul', 'annul'], ['reverse', 'reverse']]
[[3, 1], [5, 4], [6, 5], [4, 3]]	[['determine', 'determine'], ['qualities', 'quality'], ['of', 'of'], ['essential', 'essential']]
[[9, 14], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 9]]	[['.', '.'], ['The', 'the'], ['pursuit', 'pursuit'], ['and', 'and'], ['killing', 'killing'], ['or', 'or'], ['capture', 'capture'], ['of', 'of'], ['animals', 'animals']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['manipulate', 'manipulate'], ['the', 'the'], ['registers', 'registers'], ['of', 'of'], ['a', 'an']]
[[2, 11], [3, 12], [4, 13], [5, 14], [1, 1]]	[['in', 'in'], ['an', 'an'], ['irregular', 'irregular'], ['course', 'course'], ['move', 'move']]
[[3, 4], [7, 5]]	[['granting', 'granting'], ['rights', 'rights']]
[[5, 4], [6, 5], [7, 12], [4, 9], [3, 8], [2, 7]]	[['to', 'to'], ['the', 'the'], ['body', 'body'], ['current', 'current'], ['electrical', 'electric'], ['of', 'of']]
[[3, 6], [1, 1], [2, 2]]	[['.', '.'], ['Become', 'become'], ['pregnant', 'pregnant']]
[[4, 7], [5, 8], [2, 6]]	[['a', 'a'], ['franchise', 'franchise'], ['bestowing', 'bestowing']]
[[1, 2], [2, 3], [3, 4]]	[['act', 'act'], ['of', 'of'], ['distributing', 'apportioning']]
[[10, 8], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['.', '.'], ['The', 'the'], ['state', 'state'], ['of', 'of'], ['being', 'being'], ['more', 'more'], ['than', 'than']]
[[1, 2], [2, 3], [3, 6], [4, 7]]	[['conscious', 'conscious'], ['subjective', 'subjective'], ['emotion', 'feeling'], ['or', 'or']]
[[11, 15], [6, 7], [7, 8], [8, 10], [9, 11], [4, 6], [3, 3]]	[['.', '.'], ['as', 'as'], ['a', 'a'], ['candidate', 'candidate'], ['for', 'for'], ['proposing', 'proposed'], ['of', 'of']]
[[2, 1], [3, 4]]	[['hunt', 'hunt'], ['snipe', 'snipe']]
[[1, 1], [3, 3]]	[['hunt', 'hunt'], ['hawks', 'hawks']]
[[4, 5], [5, 6], [1, 4]]	[['layer', 'layer'], ['of', 'of'], ['a', 'a']]
[[2, 3], [3, 4], [1, 1]]	[['brief', 'brief'], ['attempt', 'attempt'], ['a', 'a']]
[[4, 14], [5, 15], [6, 16], [7, 17], [1, 5], [3, 6], [2, 3]]	[['back', 'back'], ['from', 'from'], ['a', 'a'], ['surface', 'surface'], ['propagation', 'propagating'], ['waves', 'wave'], ['of', 'of']]
[[1, 1], [2, 2]]	[['examine', 'examine'], ['minutely', 'minutely']]
[[3, 1], [4, 2], [5, 3]]	[['be', 'be'], ['fond', 'fond'], ['of', 'of']]
[[7, 11], [8, 12], [9, 13], [1, 1], [2, 2], [3, 5], [4, 6], [5, 7], [6, 8]]	[['custody', 'custody'], ['of', 'of'], ['another', 'another'], ['a', 'a'], ['person', 'person'], ['under', 'under'], ['the', 'the'], ['guardianship', 'protection'], ['or', 'or']]
[[10, 8], [4, 2], [5, 3], [7, 4], [8, 5], [1, 1], [9, 7]]	[['.', '.'], ['sharply', 'sharply'], [',', ','], ['as', 'as'], ['in', 'in'], ['Strike', 'strike'], ['sport', 'sports']]
[[1, 1], [2, 2], [3, 3], [5, 7], [6, 8], [7, 9]]	[['Fly', 'fly'], ['in', 'in'], ['or', 'or'], ['a', 'a'], ['glider', 'glider'], ['plane', 'plane']]
[[3, 4], [4, 5], [5, 6], [2, 2]]	[['of', 'of'], ['a', 'a'], ['year', 'year'], ['fourth', 'fourth']]
[[5, 2], [6, 3], [1, 1]]	[['tight', 'tight'], ['or', 'or'], ['make', 'make']]
[[8, 2], [9, 3], [1, 1], [11, 5]]	[['with', 'with'], ['power', 'power'], ['provide', 'provide'], ['authority', 'authority']]
[[11, 7], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['.', '.'], ['Run', 'run'], ['at', 'at'], ['a', 'a'], ['moderately', 'moderately'], ['swift', 'swift'], ['pace', 'pace']]
[[8, 6], [6, 4], [7, 5], [4, 1], [5, 2]]	[['.', '.'], ['cover', 'cover'], ['over', 'over'], ['form', 'form'], ['a', 'an']]
[[1, 2], [2, 3], [5, 4], [6, 5]]	[['mold', 'mold'], ['for', 'for'], ['setting', 'setting'], ['concrete', 'concrete']]
[[4, 1], [5, 2], [6, 3], [7, 4]]	[['wear', 'wear'], ['away', 'away'], ['or', 'or'], ['erode', 'erode']]
[[9, 6], [4, 1], [5, 2], [6, 3], [7, 4], [8, 5]]	[['.', '.'], ['something', 'something'], ['that', 'that'], ['is', 'is'], ['desired', 'desired'], ['intensely', 'intensely']]
[[3, 1], [6, 8], [4, 7]]	[['store', 'store'], ['bottle', 'bottles'], ['in', 'in']]
[[12, 7], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['.', '.'], ['Be', 'be'], ['a', 'a'], ['sign', 'sign'], ['or', 'or'], ['indication', 'indication'], ['of', 'of']]
[[1, 1], [2, 2], [3, 3], [4, 4], [6, 6]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['choosing', 'choosing'], ['picking', 'selecting']]
[[1, 2], [2, 3], [3, 4], [4, 6]]	[['act', 'act'], ['of', 'of'], ['becoming', 'becoming'], ['distant', 'distant']]
[[1, 1], [2, 2], [3, 3]]	[['take', 'take'], ['in', 'in'], ['marriage', 'marriage']]
[[17, 12], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11]]	[['.', '.'], ['Skip', 'skip'], [',', ','], ['leap', 'leap'], [',', ','], ['or', 'or'], ['move', 'move'], ['up', 'up'], ['and', 'and'], ['down', 'down'], ['or', 'or'], ['sideways', 'sideways']]
[[3, 2], [1, 1]]	[['fortification', 'stronghold'], ['a', 'a']]
[[1, 1], [2, 2], [3, 3]]	[['the', 'the'], ['fashionable', 'fashionable'], ['elite', 'elite']]
[[3, 4], [4, 5], [5, 6], [1, 2]]	[['of', 'of'], ['an', 'an'], ['animal', 'animal'], ['characteristic', 'characteristic']]
[[1, 1], [7, 3]]	[['make', 'make'], ['intense', 'intense']]
[[6, 12], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['A', 'a'], ['journey', 'journey'], ['for', 'for'], ['some', 'some'], ['purpose', 'purpose']]
[[10, 6], [6, 2], [7, 3], [8, 4], [9, 5]]	[['.', '.'], ['in', 'in'], ['a', 'a'], ['fraudulent', 'fraudulent'], ['manner', 'manner']]
[[4, 5], [5, 6], [2, 4], [1, 1]]	[['with', 'with'], ['sugar', 'sugar'], ['cooked', 'cooking'], ['fruit', 'fruit']]
[[3, 3], [4, 4], [2, 2], [1, 1]]	[['of', 'of'], ['leading', 'leading'], ['act', 'activity'], ['the', 'the']]
[[2, 4], [1, 3], [7, 7]]	[['used', 'applied'], ['coating', 'coat'], ['moisture', 'moisture']]
[[3, 2], [4, 3], [2, 1], [5, 6]]	[['who', 'who'], ['cleans', 'cleans'], ['person', 'someone'], ['chimneys', 'chimneys']]
[[13, 8], [4, 1], [5, 2], [6, 3], [8, 4], [9, 5]]	[['.', '.'], ['emit', 'emit'], ['a', 'a'], ['steady', 'steady'], ['even', 'even'], ['light', 'light']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['behave', 'behave'], ['in', 'in'], ['a', 'a'], ['certain', 'certain'], ['way', 'way']]
[[2, 4], [3, 5], [4, 6]]	[['with', 'with'], ['a', 'a'], ['hiss', 'hiss']]
[[5, 16], [6, 17], [7, 18], [2, 2], [3, 3], [9, 21], [10, 22], [4, 14]]	[['function', 'function'], ['is', 'is'], ['to', 'to'], ['male', 'male'], ['bee', 'bee'], ['the', 'the'], ['queen', 'queen'], ['whose', 'whose']]
[[3, 5], [5, 2]]	[['match', 'match'], ['boxing', 'boxing']]
[[1, 1], [2, 2], [7, 5], [8, 6]]	[['cause', 'cause'], ['to', 'to'], ['animals', 'animals'], ['-RRB-', '-RRB-']]
[[10, 10], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8]]	[['.', '.'], ['feeling', 'feeling'], ['of', 'of'], ['annoyance', 'annoyance'], ['at', 'at'], ['being', 'being'], ['hindered', 'hindered'], ['or', 'or']]
[[1, 1], [2, 2], [3, 3], [4, 8]]	[['move', 'move'], ['along', 'along'], ['on', 'on'], ['wheels', 'wheels']]
[[2, 1], [3, 2], [4, 3], [5, 4], [9, 5]]	[['provide', 'provide'], ['with', 'with'], ['a', 'a'], ['new', 'new'], ['place', 'seat']]
[[2, 3], [3, 4], [8, 9], [9, 10], [1, 2], [10, 11], [4, 5], [5, 6]]	[['of', 'of'], ['extracting', 'extracting'], ['from', 'from'], ['the', 'the'], ['activity', 'act'], ['ground', 'earth'], ['ore', 'ores'], ['or', 'or']]
[[4, 1], [5, 2]]	[['enter', 'enter'], ['uninvited', 'uninvited']]
[[12, 19], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10]]	[['.', '.'], ['A', 'a'], ['person', 'person'], ['or', 'or'], ['thing', 'thing'], ['equal', 'equal'], ['to', 'to'], ['another', 'another'], ['in', 'in'], ['value', 'value'], ['or', 'or']]
[[1, 1], [2, 2], [6, 6], [5, 3]]	[['a', 'a'], ['cause', 'cause'], ['harm', 'injury'], ['of', 'of']]
[[2, 4], [3, 5], [4, 6], [5, 7], [1, 1]]	[['-LRB-', '-LRB-'], ['more', 'more'], ['-RRB-', '-RRB-'], ['comprehensible', 'comprehensible'], ['make', 'make']]
[[5, 4]]	[['retained', 'retaining']]
[[1, 1], [2, 2]]	[['a', 'a'], ['problem', 'problem']]
[[1, 1], [2, 2], [5, 3]]	[['stretch', 'stretch'], ['out', 'out'], ['completely', 'completely']]
[[1, 1], [2, 2], [3, 3]]	[['continue', 'continue'], ['to', 'to'], ['live', 'live']]
[[3, 5], [4, 6], [5, 7], [2, 4]]	[['with', 'with'], ['the', 'the'], ['lips', 'lips'], ['caress', 'caressing']]
[[8, 4], [2, 2], [3, 3], [7, 1]]	[['.', '.'], ['with', 'with'], ['rails', 'rails'], ['laying', 'lay']]
[[4, 3], [5, 4], [6, 5], [7, 7], [8, 8]]	[['of', 'of'], ['one', 'one'], ['object', 'object'], ['to', 'to'], ['another', 'another']]
[[1, 1], [2, 2], [3, 3], [4, 6], [5, 7], [6, 8], [7, 12]]	[['make', 'make'], ['a', 'a'], ['hole', 'hole'], ['with', 'with'], ['a', 'a'], ['pointed', 'pointed'], ['tool', 'tool']]
[[12, 10], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9]]	[['.', '.'], ['-LRB-', '-LRB-'], ['something', 'something'], ['old', 'old'], ['-RRB-', '-RRB-'], ['with', 'with'], ['a', 'a'], ['new', 'new'], ['part', 'part']]
[[1, 1], [2, 2], [3, 3], [5, 5], [8, 4]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['something', 'something'], ['breakage', 'breaking']]
[[1, 15], [2, 16], [3, 13], [4, 14], [5, 4], [7, 5]]	[['the', 'the'], ['ground', 'ground'], ['level', 'level'], ['of', 'of'], ['a', 'a'], ['building', 'building']]
[[1, 1], [2, 2], [3, 3]]	[['A', 'a'], ['quantity', 'quantity'], ['of', 'of']]
[[2, 2], [3, 3]]	[['large', 'large'], ['room', 'room']]
[[6, 1], [7, 2], [8, 3]]	[['prevent', 'prevent'], ['from', 'from'], ['entering', 'entering']]
[[4, 5], [3, 4], [1, 1]]	[['.', '.'], ['inquiringly', 'inquiringly'], ['Sniff', 'sniff']]
[[1, 1], [2, 2], [3, 3]]	[['provide', 'provide'], ['lodging', 'housing'], ['for', 'for']]
[[9, 9], [1, 1], [2, 2], [3, 4], [4, 5], [5, 6], [6, 7]]	[['.', '.'], ['Change', 'change'], ['the', 'the'], ['purpose', 'purpose'], ['or', 'or'], ['functioning', 'function'], ['of', 'of']]
[[6, 7], [7, 8], [8, 9], [9, 10], [1, 1], [2, 2]]	[['for', 'for'], ['a', 'a'], ['specific', 'specific'], ['purpose', 'purpose'], ['provide', 'provide'], ['with', 'with']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['gain', 'gain'], ['points', 'points'], ['in', 'in'], ['a', 'a'], ['game', 'game']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['travel', 'travel'], ['in', 'in'], ['front', 'front'], ['of', 'of']]
[[1, 1], [2, 2], [3, 7]]	[['Remove', 'remove'], ['by', 'by'], ['rubbing', 'rubbing']]
[[3, 7], [4, 8], [5, 9], [6, 10], [1, 1], [2, 2], [8, 11]]	[['upper', 'upper'], ['part', 'part'], ['of', 'of'], ['the', 'the'], ['the', 'the'], ['hard', 'hard'], ['nose', 'nose']]
[[1, 1], [2, 6]]	[['make', 'make'], ['shine', 'shine']]
[[3, 1], [4, 2], [6, 5], [5, 4]]	[['return', 'return'], ['to', 'to'], ['state', 'condition'], ['former', 'former']]
[[1, 1], [2, 2], [5, 3]]	[['remove', 'remove'], ['the', 'the'], ['husk', 'husks']]
[[1, 1], [2, 2], [3, 3]]	[['speed', 'speed'], ['up', 'up'], ['the', 'the']]
[[8, 11], [9, 12], [7, 6], [5, 4], [10, 8], [12, 1], [6, 5], [13, 2]]	[['the', 'the'], ['third', 'third'], ['miss', 'missing'], ['swing', 'swinging'], ['pitch', 'pitch'], ['striking', 'strike'], ['and', 'and'], ['out', 'out']]
[[10, 9], [8, 7], [9, 8], [4, 1], [5, 2], [7, 3]]	[['.', '.'], ['or', 'or'], ['status', 'status'], ['raise', 'raise'], ['in', 'in'], ['rank', 'rank']]
[[9, 8], [4, 4], [3, 6], [7, 1]]	[['.', '.'], ['means', 'means'], ['chemical', 'chemical'], ['make', 'make']]
[[3, 6], [4, 7], [2, 5], [1, 4]]	[['viral', 'viral'], ['disease', 'disease'], ['infectious', 'contagious'], ['highly', 'highly']]
[[1, 1], [4, 4], [2, 3], [9, 10], [8, 2]]	[['make', 'make'], ['size', 'size'], ['a', 'a'], ['size', 'size'], ['to', 'to']]
[[7, 5], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['Remove', 'remove'], ['tree', 'tree'], ['stumps', 'stumps'], ['from', 'from']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['pass', 'pass'], ['the', 'the'], ['tongue', 'tongue'], ['over', 'over']]
[[4, 2], [1, 1], [2, 8], [2, 5]]	[['image', 'image'], ['a', 'an'], ['computer-generated', 'computer'], ['computer-generated', 'generated']]
[[2, 3], [3, 4], [4, 5], [5, 6]]	[['better', 'better'], ['in', 'in'], ['a', 'a'], ['competition', 'competition']]
[[4, 12], [3, 11], [5, 13], [2, 6], [1, 5]]	[['opposed', 'opposes'], ['that', 'that'], ['gravity', 'gravity'], ['force', 'forces'], ['aerodynamic', 'aerodynamic']]
[[1, 1], [2, 2]]	[['Start', 'start'], ['abruptly', 'abruptly']]
[[1, 4], [2, 5], [3, 6], [8, 2]]	[['a', 'a'], ['local', 'local'], ['announcement', 'announcement'], ['broadcast', 'broadcasting']]
[[2, 5], [3, 6], [4, 7], [1, 4]]	[['real', 'real'], ['or', 'or'], ['concrete', 'concrete'], ['making', 'made']]
[[9, 5], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['Sound', 'sound'], ['sharply', 'sharply'], ['or', 'or'], ['shrilly', 'shrilly']]
[[1, 1], [2, 2], [3, 3], [6, 7]]	[['the', 'the'], ['act', 'act'], ['of', 'of'], ['entrance', 'enter']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['spend', 'spend'], ['time', 'time'], ['in', 'in'], ['prison', 'prison']]
[[1, 3], [4, 6], [3, 1]]	[['hold', 'hold'], ['within', 'within'], ['contain', 'contain']]
[[1, 2], [2, 3], [4, 4], [3, 6]]	[['act', 'act'], ['of', 'of'], ['informing', 'informing'], ['verbally', 'verbal']]
[[2, 1], [1, 4]]	[['request', 'request'], ['forcefully', 'forcefully']]
[[1, 1], [2, 2], [3, 3], [4, 7]]	[['the', 'the'], ['quality', 'quality'], ['of', 'of'], ['dissimilarity', 'dissimilar']]
[[1, 1], [2, 2]]	[['throw', 'throw'], ['quickly', 'quickly']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['move', 'move'], ['to', 'to'], ['and', 'and'], ['fro', 'fro']]
[[16, 8], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7]]	[['.', '.'], ['Put', 'put'], ['up', 'up'], ['with', 'with'], ['something', 'something'], ['or', 'or'], ['someone', 'somebody'], ['unpleasant', 'unpleasant']]
[[5, 5], [6, 6], [8, 7], [4, 2], [2, 4]]	[['of', 'of'], ['a', 'a'], ['relationship', 'relationship'], ['termination', 'termination'], ['breakup', 'disintegration']]
[[3, 2], [4, 3], [1, 1]]	[['a', 'a'], ['ship', 'ship'], ['destruction', 'destroy']]
[[8, 14], [6, 12], [7, 13], [3, 2], [4, 3], [5, 11], [1, 1]]	[['.', '.'], ['something', 'something'], ['new', 'new'], ['act', 'act'], ['of', 'of'], ['making', 'introducing'], ['The', 'the']]
[[1, 1], [6, 3]]	[['ride', 'ride'], ['motorcycle', 'motorcycle']]
[[10, 13], [7, 10], [8, 11], [9, 12], [1, 1], [2, 2], [3, 3], [6, 9]]	[['.', '.'], ['to', 'to'], ['earn', 'earn'], ['money', 'money'], ['The', 'the'], ['principal', 'principal'], ['activity', 'activity'], ['does', 'do']]
[[9, 7], [10, 8], [11, 9], [8, 4], [6, 6], [1, 1], [5, 3], [4, 2]]	[[',', ','], ['or', 'or'], ['activity', 'activity'], ['state', 'state'], ['condition', 'condition'], ['maintain', 'continue'], ['particular', 'certain'], ['a', 'a']]
[[5, 13], [6, 14], [7, 15], [8, 16], [2, 5], [3, 6], [4, 7]]	[['reply', 'reply'], ['to', 'to'], ['a', 'a'], ['question', 'question'], ['spoken', 'spoken'], ['or', 'or'], ['written', 'written']]
[[3, 4], [4, 5], [1, 2]]	[['supervisory', 'supervisory'], ['powers', 'powers'], ['committee', 'committee']]
[[2, 3], [3, 4], [4, 5], [5, 7], [9, 6], [1, 1]]	[['section', 'section'], ['of', 'of'], ['a', 'a'], ['composition', 'composition'], ['musical', 'musical'], ['a', 'a']]
[[5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [2, 2], [12, 12]]	[['the', 'the'], ['motion', 'motion'], ['of', 'of'], ['a', 'a'], ['machine', 'machine'], ['gear', 'gears'], ['opposite', 'reversed']]
[[5, 14], [6, 15], [7, 16], [1, 1], [2, 2], [4, 3], [3, 11]]	[['after', 'after'], ['a', 'a'], ['meal', 'meal'], ['take', 'take'], ['a', 'a'], ['walk', 'walk'], ['digestion-aiding', 'digestion']]
[[1, 5], [4, 8]]	[['forked', 'forked'], ['shape', 'shape']]
[[4, 9], [5, 10], [6, 11], [2, 2], [3, 3]]	[['with', 'with'], ['a', 'a'], ['plug', 'plug'], ['or', 'or'], ['close', 'close']]
[[2, 8], [3, 9], [4, 10], [1, 1], [5, 13]]	[['some', 'some'], ['act', 'act'], ['of', 'of'], ['incite', 'incite'], ['insubordination', 'insubordination']]
[[2, 1], [3, 2], [4, 3], [5, 4], [7, 8]]	[['announce', 'announce'], ['the', 'the'], ['termination', 'termination'], ['of', 'of'], ['agreement', 'treaties']]
[[1, 5], [4, 6]]	[['beat', 'beat'], ['rapidly', 'rapidly']]
