Dataset	Level1	Level2	Genre	Baseline	Score
paragraph2sentence.train	Malaysia has decided to postone development of a five billion dlr hydroelectric power project in Sarawak, East Malaysia, until the economy improves, deputy Minister of Energy, Telecoms and Post Zainal Abidin Zin said. He told reporters a shortage of funds forced the government to shelve the project, which involved building several dams and a 20,000 megawatt capacity undersea cable. Malaysia originally planned to export electricity generated by the project to Singapore, Brunei and Indonesia by 2000 if the project could be started before 1996, Zainal said.	Energy import is about three times the primary energy in Singapore.	Newswire	0.16	1.25
paragraph2sentence.train	This past Sunday, Illinois Governor Pat Quinn signed into law a bill known as "Rocky’s Law" that requires Illinois high schools, through the local school district, to buy catastrophic injury insurance up to US$3 million or medical costs for up to five years, whichever one comes first, that covers student athletes. The insurance must cover student athletes while they are competing.	Injury insurance must now be purchased if you are a competing student athlete.	Newswire	0.35	3.13
paragraph2sentence.train	At least five people have died and sixteen were injured in a train derailment in Tabasco, Mexico yesterday, according to the director of Tabasco civil protection. The cargo train is often used by migrants.	In Mexico mules are transported by cargo trains.	Newswire	0.47	1.25
paragraph2sentence.train	A Brazilian seamen's strike, which began on February 27 and has been tapering off for weeks, has now ended, a seamen's spokesman said. The spokesman said the seamen had signed an agreement with the state-owned Lloyd Brasileiro company on Saturday for a 120 pct salary rise. The national strike had been tailing off since mid-March as seamen struck individual accords with companies. At the height of the stoppage, seamen said about 200 ships were strike-bound.	The national Brazilian seamen's strike, has now ended with an agreed 120 % salary rise with the state-owned Lloyd Brasileiro company . 	Newswire	0.79	3.13
paragraph2sentence.train	About a year after Savile's death in October 2011, ITV broadcast a documentary where several women claim to have been sexually abused by the former TV star. Since then, many more people have come forward with statements claiming abuse by Savile. In addition, a number of other celebrities and public figures have been arrested in connection with claims of sexual abuse and rape.	The Australian Royal Navy towed back arriving asylum seekers to Rote Island, Indonesia, after claiming Christmas Island destination, Indonesian National Police reported Monday of last week.	Newswire	0.18	0.0
paragraph2sentence.train	First Interstate Bancorp is offering 200 mln dlrs of subordinated capital notes due 1999 with an 8-5/8 pct coupon and par pricing, said lead manager Goldman, Sachs and Co. That is 140 basis points more than the yield of comparable Treasury securities. Non-callable to maturity, the issue is rated A-1 by Moody's Investors Service Inc and A-plus by Standard and Poor's Corp. First Boston, Salomon Brothers and Shearson Lehman co-managed the deal.	Coupons are generally offered to the public in order to receive a discount on the company's product. 	Newswire	0.11	0.0
paragraph2sentence.train	With the United States flu season having started this month, the Centers for Disease Control and Prevention (CDC), The Weather Channel and Google's FluTrends websites report today low flu levels.	Even though flu season has started in the United States, reports declare flu level to be low. 	Newswire	0.63	3.75
paragraph2sentence.train	140,000 women in Australia are involved with rugby league as players, sport administrators, coaches, employees, club members, or volunteers. Karen Hardy of The Canberra Times estimates this number could easily be quadrupled if wives, girlfriends, mothers, and other female family members who support male players were included.	Entering the event, skiers had the opportunity to qualify through eight World Cup events held with only two disciplines on the program, Giant Slalom and Slalom. 	Newswire	0.15	0.0
paragraph2sentence.train	Yesterday, the United Kingdom's House of Lords passed the Marriage (Same Sex Couples) Bill at Third Reading, the last major step in changing the law to allow marriages between same-sex partners in England and Wales. The bill is to become law this week and same-sex marriage ceremonies are likely to start in 2014.	Sharon was elected to the Knesset in 1973, then took a number of ministerial roles in the government including as a security adviser to Yitzhak Rabin, terms as minister of agriculture, defence, trade and industry, construction and housing, and national infrastructure.	Newswire	0.09	0.0
paragraph2sentence.train	Manufacturers Hanover Trust Co became the third major U.S. bank to increase its prime rate to 7-3/4 pct from 7-1/2, matching a move initiated yesterday by Citibank and Chase Manhattan. The bank, the main subsidiary of Manufacturers Hanover Corp, said the new rate is effective today.	Hanover Trust Co became the third major U.S. bank (after citibank and Chase Manhattan) to increase it's prime rate.	Newswire	1.25	3.75
paragraph2sentence.train	The airline is already suing the UK's Channel 4 over Monday night's broadcast of Secrets of the Cockpit, part of the Dispatches series, in which Goss appeared. The programme discussed the airline's safety with a focus on fuel policy, investigating allegations Ryanair uses a bare minimum of fuel and intimidates pilots who raise concerns.	Channel 4 are known for their cutting-edge documentaries, based on controversial issues. 	Newswire	0.23	1.25
paragraph2sentence.train	The Secretary of State for Trade and Industry said he had decided not to refer the proposed acquisition by Reed International Plc <REED.L> of <Technical Publishing Company Inc> to the Monopolies and Mergers Commission. The proposed acquisition by <Rosehaugh Plc> of <The General Funds Investment Trust Plc> was also cleared.	If they choose not to, he threatened to again draft a budget behind closed doors with only Democrats present, as had been done the previous two years.     	Newswire	0.15	0.63
